order,bill_to_name,customer_class,ship_date,part_number,description,license,ordered,shipped,price,extension,standard_cost,category,sub_category,city,state
2023-32557-00,Samian Sales,INTERNET,8/17/2023,80010,Lemon Fan - 6lb Bulk,N/A,10.00,10.00,10.77,107.72,7.79,Bulk,Bulk Everyday,Voorhees,NJ
2023-32557-00,Samian Sales,INTERNET,8/17/2023,00507,Sugar Free - Chocolate Chip - 5lb Bulk,N/A,70.00,70.00,10.44,731.08,7.54,Bulk,Bulk Sugar Free,Voorhees,NJ
2023-32556-00,Parziale Bakery,INTERNET,8/17/2023,80060,Sesame Biscotti - 6lb Bulk,N/A,2.00,2.00,9.66,19.32,7.19,Bulk,Bulk Everyday,Boston,MA
2023-32556-00,Parziale Bakery,INTERNET,8/17/2023,80075,Rainbow Sprinkle - 6lb Bulk,N/A,5.00,5.00,8.93,44.64,5.92,Bulk,Bulk Everyday,Boston,MA
2023-32556-00,Parziale Bakery,INTERNET,8/17/2023,00182,Honey Dutch Boy - 5lb Bulk,N/A,3.00,3.00,8.86,26.59,5.70,Bulk,Bulk Everyday,Boston,MA
2023-32556-00,Parziale Bakery,INTERNET,8/17/2023,00090,Melt-A-Way - 5lb Bulk,N/A,6.00,6.00,8.61,51.65,5.19,Bulk,Bulk Everyday,Boston,MA
2023-32556-00,Parziale Bakery,INTERNET,8/17/2023,00026,Pistachio Leaf - 5lb Bulk,N/A,2.00,2.00,8.61,17.22,5.37,Bulk,Bulk Everyday,Boston,MA
2023-32556-00,Parziale Bakery,INTERNET,8/17/2023,00024,Strawberry Leaf - 5lb Bulk,N/A,3.00,3.00,8.61,25.82,5.27,Bulk,Bulk Everyday,Boston,MA
2023-32556-00,Parziale Bakery,INTERNET,8/17/2023,00018,Pretzel - 5lb Bulk,N/A,3.00,3.00,8.61,25.82,5.17,Bulk,Bulk Everyday,Boston,MA
2023-32555-00,Nicholas Sebastian Salon Spa,INTERNET,8/17/2023,00018,Pretzel - 5lb Bulk,N/A,1.00,1.00,11.71,11.71,5.17,Bulk,Bulk Everyday,Newtown Square,PA
2023-32555-00,Nicholas Sebastian Salon Spa,INTERNET,8/17/2023,00084,Brownie - 5lb Bulk,N/A,1.00,1.00,14.07,14.07,6.32,Bulk,Bulk Everyday,Newtown Square,PA
2023-32555-00,Nicholas Sebastian Salon Spa,INTERNET,8/17/2023,80600,Traditionally Italian Assortment - 6lb Bulk,N/A,2.00,2.00,16.43,32.86,11.44,Bulk,Bulk Everyday,Newtown Square,PA
2023-32555-00,Nicholas Sebastian Salon Spa,INTERNET,8/17/2023,Freight - Webstore,Freight - Webstore,N/A,1.00,1.00,13.72,13.72,0.00,Freight,Other,Newtown Square,PA
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,80301,Almond Biscotti - 6lb Bulk,N/A,1.00,1.00,11.54,11.54,10.10,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00050,Chocolate Drizzled Macaroon - 5lb Bulk,N/A,1.00,1.00,10.34,10.34,6.30,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,80060,Sesame Biscotti - 6lb Bulk,N/A,1.00,1.00,9.66,9.66,7.19,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,80075,Rainbow Sprinkle - 6lb Bulk,N/A,2.00,2.00,8.93,17.86,5.92,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00048,Linzer Tart - 5lb Bulk,N/A,1.00,1.00,8.61,8.61,6.41,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00058,Rum Ball - 5lb Bulk,N/A,1.00,1.00,8.61,8.61,6.91,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00008,Raspberry Napoleon - 5lb Bulk,N/A,1.00,1.00,8.61,8.61,5.80,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,80015,Anisette Biscotti - 5lb Bulk,N/A,1.00,1.00,8.04,8.04,7.72,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00034,Rainbow Layer - 5lb Bulk,N/A,1.00,1.00,10.05,10.05,7.14,Bulk,Rainbow Cookies,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00037,Ultimate Party Cake - 5lb Bulk,N/A,1.00,1.00,10.05,10.05,7.08,Bulk,Rainbow Cookies,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,80095,Angel Spritz - 6lb Bulk,N/A,2.00,2.00,8.93,17.86,6.17,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,80050,Chocolate Chip - 6lb Bulk,N/A,1.00,1.00,8.93,8.93,6.45,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,80041,Cherry Jelly Top - 6lb Bulk,N/A,2.00,2.00,8.93,17.86,5.92,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00090,Melt-A-Way - 5lb Bulk,N/A,2.00,2.00,8.61,17.22,5.19,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00038,Apricot Pocket - 5lb Bulk,N/A,2.00,2.00,8.61,17.22,5.20,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,00032,Raspberry Pocket,N/A,1.00,1.00,8.61,8.61,5.20,Bulk,Bulk Everyday,Tulsa,OK
2023-32554-00,Nana Rose's Italian Bakery & Market,INTERNET,8/21/2023,80010,Lemon Fan - 6lb Bulk,N/A,1.00,1.00,10.77,10.77,7.79,Bulk,Bulk Everyday,Tulsa,OK
2023-32552-00,"DOT FOODS, INC.",DISTRIBUTOR,8/16/2023,"Damages, Shorts","Damages, Shorts",N/A,-1.00,-1.00,8.27,-8.27,0.00,Selling Expense,"Damages, Shorts",MT. STERLING,IL
2023-32551-00,INTER COUNTY,DISTRIBUTOR,8/21/2023,77621,PEZ Halloween House Kit - 6/Case,PEZ,20.00,20.00,23.18,463.68,13.76,Structure Kits,Structure Kits Licensed,DEER PARK,NY
2023-32550-00,RITE AID MID ATLANTIC DIST CTR,RETAIL,8/1/2023,Slotting Fees - Branded,Slotting Fees - Branded,N/A,-1.00,-1.00,"4,800.00","-4,800.00",0.00,Branded,All Branded,ABERDEEN,MD
2023-32549-00,RITE AID MID ATLANTIC DIST CTR,RETAIL,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,714.27,-714.27,0.00,Branded,All Branded,ABERDEEN,MD
2023-32548-00,RITE AID MID ATLANTIC DIST CTR,RETAIL,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,"1,303.59","-1,303.59",0.00,Branded,All Branded,ABERDEEN,MD
2023-32547-00,RITE AID MID ATLANTIC DIST CTR,RETAIL,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,67.45,-67.45,0.00,Branded,All Branded,ABERDEEN,MD
2023-32546-00,RITE AID MID ATLANTIC DIST CTR,RETAIL,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,168.62,-168.62,0.00,Branded,All Branded,ABERDEEN,MD
2023-32545-00,CASEY'S MARKETING COMPANY,C-STORE,8/24/2023,16734,Cakebites - Classic Italian Rainbow - 12ct Display - 8/Case,N/A,12.00,12.00,45.31,543.74,24.02,Branded,Cakebites,TERRE HAUTE,IN
2023-32544-00,"DOT FOODS, INC.",DISTRIBUTOR,8/15/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,69.22,-69.22,0.00,Branded,All Branded,MT. STERLING,IL
2023-32543-00,"DOT FOODS, INC.",DISTRIBUTOR,8/15/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,457.20,-457.20,0.00,Branded,All Branded,MT. STERLING,IL
2023-32542-00,"DOT FOODS, INC.",DISTRIBUTOR,8/15/2023,Slotting Fees - Branded,Slotting Fees - Branded,N/A,-1.00,-1.00,200.00,-200.00,0.00,Branded,All Branded,MT. STERLING,IL
2023-32541-00,"DOT FOODS, INC.",DISTRIBUTOR,8/15/2023,Deals Branded,Deals Branded,N/A,-1.00,-1.00,20.04,-20.04,0.00,Branded,All Branded,MT. STERLING,IL
2023-32540-00,"DOT FOODS, INC.",DISTRIBUTOR,8/15/2023,Deals Bulk,Deals Bulk,N/A,1.00,1.00,155.00,155.00,0.00,Bulk,All Bulk,MT. STERLING,IL
2023-32539-00,"DOT FOODS, INC.",DISTRIBUTOR,8/15/2023,Promotions - Bulk,Promotions Bulk,N/A,-1.00,-1.00,244.00,-244.00,0.00,Bulk,All Bulk,MT. STERLING,IL
2023-32539-00,"DOT FOODS, INC.",DISTRIBUTOR,8/15/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,20.00,-20.00,0.00,Branded,All Branded,MT. STERLING,IL
2023-32538-00,"DOT FOODS, INC.",DISTRIBUTOR,8/15/2023,Deals Bulk,Deals Bulk,N/A,-1.00,-1.00,62.88,-62.88,0.00,Bulk,All Bulk,MT. STERLING,IL
2023-32537-00,"PER MARKETS, INC.",GROCERY,8/25/2023,16334,Cakebites - Classic Italian Rainbow - Family Pack 12/Case,N/A,10.00,10.00,14.16,141.60,11.65,Branded,Cakebites,ORLANDO,FL
2023-32537-00,"PER MARKETS, INC.",GROCERY,8/25/2023,16337,Cakebites - Ultimate Party Cake - Family Pack 12/Case,N/A,30.00,30.00,14.16,424.80,11.79,Branded,Cakebites,ORLANDO,FL
2023-32537-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17893,Cakebites - Harvest Pumpkin Family Pack 12/Case,N/A,20.00,20.00,14.16,283.20,13.98,Branded,Cakebites,ORLANDO,FL
2023-32537-00,"PER MARKETS, INC.",GROCERY,8/25/2023,18535,SWEET LEMON LAYERS CAKEBITES FAMILY PACK 12/CS,N/A,30.00,30.00,14.16,424.80,12.22,Branded,Cakebites,ORLANDO,FL
2023-32537-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17655,Chocolate Tuxedo CAKEBITES Family 4 Pack,N/A,30.00,30.00,14.16,424.80,12.92,Branded,Cakebites,ORLANDO,FL
2023-32536-00,"PER MARKETS, INC.",GROCERY,8/25/2023,16334,Cakebites - Classic Italian Rainbow - Family Pack 12/Case,N/A,180.00,180.00,14.16,"2,548.80",11.65,Branded,Cakebites,DEERFIELD BEACH,FL
2023-32536-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17893,Cakebites - Harvest Pumpkin Family Pack 12/Case,N/A,40.00,40.00,14.16,566.40,13.98,Branded,Cakebites,DEERFIELD BEACH,FL
2023-32536-00,"PER MARKETS, INC.",GROCERY,8/25/2023,18535,SWEET LEMON LAYERS CAKEBITES FAMILY PACK 12/CS,N/A,30.00,30.00,14.16,424.80,12.22,Branded,Cakebites,DEERFIELD BEACH,FL
2023-32536-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17655,Chocolate Tuxedo CAKEBITES Family 4 Pack,N/A,50.00,50.00,14.16,708.00,12.92,Branded,Cakebites,DEERFIELD BEACH,FL
2023-32536-00,"PER MARKETS, INC.",GROCERY,8/25/2023,16337,Cakebites - Ultimate Party Cake - Family Pack 12/Case,N/A,40.00,40.00,14.16,566.40,11.79,Branded,Cakebites,DEERFIELD BEACH,FL
2023-32535-00,"PER MARKETS, INC.",GROCERY,8/25/2023,16337,Cakebites - Ultimate Party Cake - Family Pack 12/Case,N/A,10.00,10.00,14.16,141.60,11.79,Branded,Cakebites,LAKELAND,FL
2023-32535-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17655,Chocolate Tuxedo CAKEBITES Family 4 Pack,N/A,90.00,90.00,14.16,"1,274.40",12.92,Branded,Cakebites,LAKELAND,FL
2023-32534-00,"PER MARKETS, INC.",GROCERY,8/25/2023,16334,Cakebites - Classic Italian Rainbow - Family Pack 12/Case,N/A,60.00,60.00,14.16,849.60,11.65,Branded,Cakebites,MCLEANSVILLE,NC
2023-32534-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17893,Cakebites - Harvest Pumpkin Family Pack 12/Case,N/A,10.00,10.00,14.16,141.60,13.98,Branded,Cakebites,MCLEANSVILLE,NC
2023-32534-00,"PER MARKETS, INC.",GROCERY,8/25/2023,18535,SWEET LEMON LAYERS CAKEBITES FAMILY PACK 12/CS,N/A,10.00,10.00,14.16,141.60,12.22,Branded,Cakebites,MCLEANSVILLE,NC
2023-32534-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17655,Chocolate Tuxedo CAKEBITES Family 4 Pack,N/A,10.00,10.00,14.16,141.60,12.92,Branded,Cakebites,MCLEANSVILLE,NC
2023-32534-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17125,Cakebites - Frosted Coffee Family Pack - 12/Case,N/A,10.00,10.00,14.16,141.60,13.01,Branded,Cakebites,MCLEANSVILLE,NC
2023-32533-00,"PER MARKETS, INC.",GROCERY,8/25/2023,16334,Cakebites - Classic Italian Rainbow - Family Pack 12/Case,N/A,60.00,60.00,14.16,849.60,11.65,Branded,Cakebites,DACULA,GA
2023-32533-00,"PER MARKETS, INC.",GROCERY,8/25/2023,16337,Cakebites - Ultimate Party Cake - Family Pack 12/Case,N/A,40.00,40.00,14.16,566.40,11.79,Branded,Cakebites,DACULA,GA
2023-32533-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17893,Cakebites - Harvest Pumpkin Family Pack 12/Case,N/A,40.00,40.00,14.16,566.40,13.98,Branded,Cakebites,DACULA,GA
2023-32533-00,"PER MARKETS, INC.",GROCERY,8/25/2023,18535,SWEET LEMON LAYERS CAKEBITES FAMILY PACK 12/CS,N/A,40.00,40.00,14.16,566.40,12.22,Branded,Cakebites,DACULA,GA
2023-32533-00,"PER MARKETS, INC.",GROCERY,8/25/2023,17655,Chocolate Tuxedo CAKEBITES Family 4 Pack,N/A,50.00,50.00,14.16,708.00,12.92,Branded,Cakebites,DACULA,GA
2023-32532-00,LIPARI FOODS INC.,DISTRIBUTOR,8/1/2023,Promotions - Bulk,Promotions Bulk,N/A,-1.00,-1.00,237.60,-237.60,0.00,Bulk,All Bulk,WARREN,MI
2023-32532-00,LIPARI FOODS INC.,DISTRIBUTOR,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,152.00,-152.00,0.00,Branded,All Branded,WARREN,MI
2023-32532-00,LIPARI FOODS INC.,DISTRIBUTOR,8/1/2023,Promotions - Other,Promotions Other,N/A,-1.00,-1.00,104.40,-104.40,0.00,Other,Other Products,WARREN,MI
2023-32532-00,LIPARI FOODS INC.,DISTRIBUTOR,8/1/2023,"Damages, Shorts","Damages, Shorts",N/A,1.00,1.00,38.69,38.69,0.00,Selling Expense,"Damages, Shorts",WARREN,MI
2023-32531-00,LIPARI FOODS INC.,DISTRIBUTOR,8/1/2023,Samples,Samples,N/A,-1.00,-1.00,10.93,-10.93,0.00,Selling Expense,Samples,WARREN,MI
2023-32531-00,LIPARI FOODS INC.,DISTRIBUTOR,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,84.20,-84.20,0.00,Branded,All Branded,WARREN,MI
2023-32531-00,LIPARI FOODS INC.,DISTRIBUTOR,8/1/2023,Promotions - Bulk,Promotions Bulk,N/A,-1.00,-1.00,91.20,-91.20,0.00,Bulk,All Bulk,WARREN,MI
2023-32531-00,LIPARI FOODS INC.,DISTRIBUTOR,8/1/2023,Promotions - Other,Promotions Other,N/A,-1.00,-1.00,67.20,-67.20,0.00,Other,Other Products,WARREN,MI
2023-32530-00,UNFI ACCOUNTS PAYABLE,DISTRIBUTOR,8/25/2023,17734,Cakebites - Classic Italian Rainbow - FAMILY PACK 49ct SLIM SHIPPER,N/A,6.00,6.00,75.07,450.41,53.53,Branded,Cakebites,MONTGOMERY,NY
2023-32529-00,BJ'S WHOLESALE CLUB,CLUB,8/29/2023,18334,Cakebites - Classic Italian Rainbow 8ct Club Box - 8ct Smiley Display,N/A,5.00,5.00,762.88,"3,814.40",585.39,Branded,Cakebites,BURLINGTON,NJ
2023-32528-00,BJ'S WHOLESALE CLUB,CLUB,8/29/2023,18334,Cakebites - Classic Italian Rainbow 8ct Club Box - 8ct Smiley Display,N/A,5.00,5.00,762.88,"3,814.40",585.39,Branded,Cakebites,UXBRIDGE,MA
2023-32526-00,"GREENSTAR COOPERATIVE, INC.",DISTRIBUTOR,8/21/2023,17590,Iced Blueberry Cobbler CAKEBITES 12 CT DISPLAY,N/A,1.00,1.00,45.31,45.31,24.61,Branded,Cakebites,GREENFORD,OH
2023-32526-00,"GREENSTAR COOPERATIVE, INC.",DISTRIBUTOR,8/21/2023,18812,Cakebites - M&M's - 12ct Display - 8/Case,MARS,2.00,2.00,51.84,103.68,26.24,Branded,Cakebites,GREENFORD,OH
2023-32525-00,HAROLD LEVINSON ASSOCIATES,C-STORE,8/28/2023,16037,Cakebites Ultimate Party Cake 12ct Display - 8 Displays/Case,N/A,12.00,12.00,39.55,474.62,24.10,Branded,Cakebites,FARMINGDALE,NY
2023-32525-00,HAROLD LEVINSON ASSOCIATES,C-STORE,8/28/2023,16734,Cakebites - Classic Italian Rainbow - 12ct Display - 8/Case,N/A,36.00,36.00,39.55,"1,423.87",24.02,Branded,Cakebites,FARMINGDALE,NY
2023-32520-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,0.62,-0.62,0.00,Branded,All Branded,KEASBEY,NJ
2023-32519-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,9.31,-9.31,0.00,Branded,All Branded,KEASBEY,NJ
2023-32518-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,18.00,-18.00,0.00,Branded,All Branded,KEASBEY,NJ
2023-32517-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,6.21,-6.21,0.00,Branded,All Branded,KEASBEY,NJ
2023-32516-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,"3,581.40","-3,581.40",0.00,Branded,All Branded,KEASBEY,NJ
2023-32515-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,11.80,-11.80,0.00,Branded,All Branded,KEASBEY,NJ
2023-32514-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,"5,987.62","-5,987.62",0.00,Branded,All Branded,KEASBEY,NJ
2023-32512-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,52.15,-52.15,0.00,Branded,All Branded,KEASBEY,NJ
2023-32511-00,AMAZON,INTERNET,8/11/2023,18525A,LEMON LAYERS CAKEBITES 12 CT DISPLAY Amazon,N/A,150.00,150.00,6.80,"1,019.40",3.46,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,16334A,RAINBOW CAKEBITE FAMILY PACK,N/A,113.00,113.00,3.20,361.15,8.63,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,16037A,12 CT PARTY CAKE CAKEBITES AMAZON,N/A,155.00,155.00,6.80,"1,053.38",3.01,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,16734A,12 CT RAINBOW CAKEBITES AMAZON,N/A,674.00,674.00,6.80,"4,580.50",1.61,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,17130A,Cakebites Peanut Butter Ripple Family Pack Amazon,N/A,26.00,26.00,3.20,83.10,1.15,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,17782A,Cakebites - STAR WARS - DARTH VADER - Family Pack Amazon,Lucas Films,59.00,59.00,3.20,188.56,1.08,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,17582A,Cakebites - STAR WARS - GROGU - Family Pack AMAZON,Lucas Films,69.00,69.00,3.20,220.52,1.02,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,17590A,12 CT Iced Blueberry Cobbler Cakebites Amazon,N/A,48.00,48.00,6.80,326.21,3.08,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,17682A,Cakebites - STAR WARS - Mandalorian - Family Pack AMAZON,Lucas Films,38.00,38.00,3.20,121.45,1.04,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,17105A,CINNA CRUMB CAKEBITE 12 CT DISPLAY AMAZON,N/A,54.00,54.00,6.80,366.98,3.01,Branded,Cakebites,ISLIP,NY
2023-32511-00,AMAZON,INTERNET,8/11/2023,17110A,Peanut Butter Choc Ripple 12 Ct,N/A,33.00,33.00,6.80,224.27,3.64,Branded,Cakebites,ISLIP,NY
2023-32510-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,62.58,-62.58,0.00,Branded,All Branded,KEASBEY,NJ
2023-32508-00,"DOT FOODS, INC.",DISTRIBUTOR,8/1/2023,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,401.60,-401.60,0.00,Branded,All Branded,MT. STERLING,IL
2023-32508-00,"DOT FOODS, INC.",DISTRIBUTOR,8/1/2023,Promotions - Bulk,Promotions Bulk,N/A,-1.00,-1.00,401.60,-401.60,0.00,Bulk,All Bulk,MT. STERLING,IL
2023-32507-00,TARGET DC 0551,GROCERY,8/2/2023,"Salvage, Stales - Branded","Salvage, Stales - Branded",N/A,-1.00,-1.00,76.69,-76.69,0.00,Branded,All Branded,FRIDLEY,MN
2023-32506-00,TARGET DC 0551,GROCERY,8/1/2023,"Salvage, Stales - Branded","Salvage, Stales - Branded",N/A,-1.00,-1.00,167.33,-167.33,0.00,Branded,All Branded,FRIDLEY,MN
2023-32505-00,"DOT FOODS, INC.",DISTRIBUTOR,8/1/2023,Deals Branded,Deals Branded,N/A,-1.00,-1.00,"1,663.73","-1,663.73",0.00,Branded,All Branded,MT. STERLING,IL
2023-32499-00,WAL*MART STORES INC.,GROCERY,8/1/2023,WMT BOL's Signed Short,WMT BOL's Signed Short,N/A,-1.00,-1.00,209.60,-209.60,0.00,Selling Expense,"Damages, Shorts",GLENDALE,AZ
2023-32498-00,rosemarie simmons,INTERNET,8/15/2023,00008,Raspberry Napoleon - 5lb Bulk,N/A,1.00,1.00,11.71,11.71,5.80,Bulk,Bulk Everyday,oil city,PA
2023-32498-00,rosemarie simmons,INTERNET,8/15/2023,80600,Traditionally Italian Assortment - 6lb Bulk,N/A,1.00,1.00,16.43,16.43,11.44,Bulk,Bulk Everyday,oil city,PA
2023-32498-00,rosemarie simmons,INTERNET,8/15/2023,Freight - Webstore,Freight - Webstore,N/A,1.00,1.00,15.54,15.54,0.00,Freight,Other,oil city,PA
2023-32497-00,BEST COOKIES & MORE,DISTRIBUTOR,8/21/2023,00750,Jack-O'Lantern Sweet Treat - 72/Case,N/A,12.00,12.00,10.70,128.40,7.47,Bulk,Bulk Harvest,HICKSVILLE,NY
2023-32497-00,BEST COOKIES & MORE,DISTRIBUTOR,8/21/2023,00754,Witch Sweet Treat - 72/Case,N/A,12.00,12.00,10.70,128.40,7.65,Bulk,Bulk Harvest,HICKSVILLE,NY
2023-32497-00,BEST COOKIES & MORE,DISTRIBUTOR,8/21/2023,Freight - Customer,Freight - Customer,N/A,-1.00,-1.00,7.70,-7.70,0.00,Freight,LTL/TL,HICKSVILLE,NY
2023-32496-00,"DOT FOODS, INC.",DISTRIBUTOR,8/10/2023,Deals Bulk,Deals Bulk,N/A,-1.00,-1.00,4.47,-4.47,0.00,Bulk,All Bulk,MT. STERLING,IL
2023-32495-00,"DOT FOODS, INC.",DISTRIBUTOR,8/10/2023,Deals Bulk,Deals Bulk,N/A,-1.00,-1.00,463.70,-463.70,0.00,Bulk,All Bulk,MT. STERLING,IL
2023-32494-00,"DOT FOODS, INC.",DISTRIBUTOR,8/11/2023,Deals Bulk,Deals Bulk,N/A,-1.00,-1.00,"1,200.00","-1,200.00",0.00,Bulk,All Bulk,MT. STERLING,IL
2023-32493-00,"DOT FOODS, INC.",DISTRIBUTOR,8/14/2023,Freight - Customer,Freight - Customer,N/A,-1.00,-1.00,92.20,-92.20,0.00,Freight,LTL/TL,MT. STERLING,IL
2023-32492-00,"PER MARKETS, INC.",GROCERY,8/12/2023,"Salvage, Stales - Branded","Salvage, Stales - Branded",N/A,-1.00,-1.00,"2,250.55","-2,250.55",0.00,Branded,All Branded,DEERFIELD BEACH,FL
2023-32491-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/28/2023,17125,Cakebites - Frosted Coffee Family Pack - 12/Case,N/A,70.00,70.00,14.16,991.20,13.01,Branded,Cakebites,BREINIGSVILLE,PA
2023-32491-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/28/2023,16334,Cakebites - Classic Italian Rainbow - Family Pack 12/Case,N/A,210.00,210.00,14.16,"2,973.60",11.65,Branded,Cakebites,BREINIGSVILLE,PA
2023-32490-00,Barcelos cafe inc,INTERNET,8/16/2023,00024,Strawberry Leaf - 5lb Bulk,N/A,1.00,1.00,8.61,8.61,5.27,Bulk,Bulk Everyday,Fall river,MA
2023-32490-00,Barcelos cafe inc,INTERNET,8/16/2023,00026,Pistachio Leaf - 5lb Bulk,N/A,1.00,1.00,8.61,8.61,5.37,Bulk,Bulk Everyday,Fall river,MA
2023-32490-00,Barcelos cafe inc,INTERNET,8/16/2023,00032,Raspberry Pocket,N/A,1.00,1.00,8.61,8.61,5.20,Bulk,Bulk Everyday,Fall river,MA
2023-32490-00,Barcelos cafe inc,INTERNET,8/16/2023,00018,Pretzel - 5lb Bulk,N/A,1.00,1.00,8.61,8.61,5.17,Bulk,Bulk Everyday,Fall river,MA
2023-32490-00,Barcelos cafe inc,INTERNET,8/16/2023,00036,Black Forest - 5lb Bulk,N/A,1.00,1.00,10.34,10.34,5.97,Bulk,Bulk Everyday,Fall river,MA
2023-32490-00,Barcelos cafe inc,INTERNET,8/16/2023,00034,Rainbow Layer - 5lb Bulk,N/A,1.00,1.00,10.05,10.05,7.14,Bulk,Rainbow Cookies,Fall river,MA
2023-32490-00,Barcelos cafe inc,INTERNET,8/16/2023,80095,Angel Spritz - 6lb Bulk,N/A,1.00,1.00,8.93,8.93,6.17,Bulk,Bulk Everyday,Fall river,MA
2023-32490-00,Barcelos cafe inc,INTERNET,8/16/2023,00044,Red Velvet - 5lb Bulk,N/A,1.00,1.00,8.90,8.90,6.37,Bulk,Bulk Everyday,Fall river,MA
